Date,Open,High,Low,Close,Adj_Close,Volume
2012-04-03,11484.25,11514.84961,11448,11461,11461,20051000
2012-04-04,11445.34961,11463.40039,11386.04981,11431.34961,11431.34961,16439000
2012-04-09,11391.75,11447.54981,11360.29981,11377.34961,11377.34961,13450000
2012-04-10,11384.29981,11600.15039,11374,11578.25,11578.25,17372000
2012-04-11,11556.34961,11642.9502,11481.90039,11590.2002,11590.2002,18308000
2012-04-12,11557.15039,11776.59961,11557.15039,11764.54981,11764.54981,28923000
2012-04-13,11779.65039,11976.34961,11719.2002,11822.40039,11822.40039,18282000
2012-04-16,11806.09961,11996.75,11774.34961,11955.54981,11955.54981,12449000
2012-04-17,12083.09961,12161.15039,11921.34961,12125.84961,12125.84961,17238000
2012-04-18,12133,12201.29981,12009.90039,12041.7002,12041.7002,29059000
2012-04-19,12072.09961,12194.15039,11962.5,12155.84961,12155.84961,19906000
2012-04-20,12145.79981,12242.59961,12067.04981,12175.04981,12175.04981,15108000
2012-04-23,12180.04981,12239.4502,12046.04981,12057.84961,12057.84961,14718000
2012-04-24,12073.5,12122.54981,11861.7002,12098.29981,12098.29981,14935000
2012-04-25,12102.04981,12178.40039,12012.90039,12152.7002,12152.7002,13022000
2012-04-26,12160.04981,12247.34961,12107.40039,12215.15039,12215.15039,21819000
2012-04-27,12201.54981,12329.29981,12088.54981,12115.65039,12115.65039,14530000
2012-04-30,12208.75,12255.54981,12120.29981,12139.84961,12139.84961,12054000
2012-05-02,12207.75,12307.09961,12129.90039,12168.54981,12168.54981,17693000
2012-05-03,12177.7002,12205.29981,12083.90039,12115.54981,12115.54981,17085000
2012-05-04,12095.04981,12204.7002,11965.79981,11990.65039,11990.65039,22677000
2012-05-07,11873.2002,11912.29981,11753.90039,11879.40039,11879.40039,14322000
2012-05-08,11897.9502,12074.34961,11499.7002,11580.5,11580.5,17249000
2012-05-09,11666,11989.5,11584.59961,11944.9502,11944.9502,22031000
2012-05-10,11979.4502,12058.59961,11858.2002,11940.09961,11940.09961,15463000
2012-05-11,11905.79981,11905.79981,11674.75,11769.40039,11769.40039,14253000
2012-05-14,11772.5,11831.4502,11721.59961,11795.54981,11795.54981,14363000
2012-05-15,11729.25,11829.79981,11663.2002,11701.09961,11701.09961,15015000
2012-05-16,11635.84961,11695.09961,11528.15039,11564.84961,11564.84961,17618000
2012-05-17,11617.84961,11910.84961,11617.84961,11794.59961,11794.59961,21861000
2012-05-18,11703.75,11976.09961,11623.2002,11935.65039,11935.65039,18451000
2012-05-21,11933.90039,11999.29981,11731.40039,11764.59961,11764.59961,9493000
2012-05-22,11845.4502,11882,11617.65039,11677.04981,11677.04981,13412000
2012-05-23,11624.04981,11691.29981,11573.7002,11666.5,11666.5,15027000
2012-05-24,11671.84961,11748.4502,11632.15039,11714.04981,11714.04981,15500000
2012-05-25,11695.09961,11795.2002,11638.84961,11668.7002,11668.7002,18408000
2012-05-28,11699.25,11811.75,11691.09961,11783.34961,11783.34961,10139000
2012-05-29,11806.04981,11812.7002,11636,11661.15039,11661.15039,15250000
2012-05-30,11659.79981,11748.34961,11625.59961,11668.25,11668.25,14421000
2012-05-31,11572.29981,11698.59961,11572.29981,11646.15039,11646.15039,46197000
2012-06-01,11635.59961,11734.84961,11606,11687.40039,11687.40039,16035000
2012-06-04,11635.25,11635.25,11477.59961,11502.59961,11502.59961,12704000
2012-06-05,11532.15039,11594.04981,11340.40039,11377.9502,11377.9502,12676000
2012-06-06,11387.84961,11813.09961,11387.84961,11720.65039,11720.65039,26132000
2012-06-07,11768.7002,11885.84961,11702.5,11813,11813,20026000
2012-06-08,11817.84961,11957.79981,11751.29981,11909.9502,11909.9502,14872000
2012-06-11,11875.59961,11998.34961,11861.90039,11944.25,11944.25,16979000
2012-06-12,11864.54981,12062.59961,11806.59961,12030.59961,12030.59961,16608000
2012-06-13,12009.29981,12204.84961,12009.29981,12177.4502,12177.4502,17982000
2012-06-14,12141,12301.40039,12120,12137,12137,16052000
2012-06-15,12155.79981,12320.29981,12139.29981,12289.79981,12289.79981,15648000
2012-06-18,12278.65039,12369.15039,12070.25,12094.59961,12094.59961,11113000
2012-06-19,12072.75,12315.40039,12072.75,12274.2002,12274.2002,13537000
2012-06-20,12273.09961,12318.75,12219.4502,12245.9502,12245.9502,12024000
2012-06-21,12219.65039,12474.9502,12218.40039,12435.9502,12435.9502,13702000
2012-06-22,12388.2002,12466.25,12277.5,12395.79981,12395.79981,9757000
2012-06-25,12380.09961,12503.5,12358.59961,12383.25,12383.25,10635000
2012-06-26,12353.9502,12377.2002,12239.25,12282.9502,12282.9502,14795000
2012-06-27,12324.04981,12370.59961,12305.09961,12346.59961,12346.59961,17110000
2012-06-28,12352.5,12487.7002,12333.54981,12462.9502,12462.9502,19570000
2012-06-29,12510.5,12770.34961,12510.5,12729.09961,12729.09961,22477000
2012-07-02,12729.4502,12784.90039,12393.59961,12455.9502,12455.9502,19340000
2012-07-03,12454,12497.90039,12315.54981,12347.04981,12347.04981,19347000
2012-07-04,12403.79981,12425.04981,12257.7002,12316.15039,12316.15039,13842000
2012-07-05,12340.34961,12479.2002,12332.25,12465.9502,12465.9502,18566000
2012-07-06,12478,12590.15039,12443.84961,12548.7002,12548.7002,16924000
2012-07-09,12491.40039,12592.2002,12432.5,12465.09961,12465.09961,12909000
2012-07-10,12476.7002,12694.84961,12409.7002,12673.79981,12673.79981,15167000
2012-07-11,12628,12636.9502,12485.7002,12499.15039,12499.15039,15169000
2012-07-12,12497.29981,12573.79981,12469.79981,12484.75,12484.75,16486000
2012-07-13,12473,12546.25,12445.9502,12523.34961,12523.34961,14069000
2012-07-16,12504.2002,12583.7002,12449.7002,12476.09961,12476.09961,8990000
2012-07-17,12516.04981,12625.65039,12513.79981,12605.79981,12605.79981,11540000
2012-07-18,12640.25,12646.59961,12548.7002,12614.75,12614.75,12107000
2012-07-19,12618.29981,12674,12566.29981,12603.79981,12603.79981,11306000
2012-07-20,12570.25,12639.59961,12568.09961,12589.34961,12589.34961,12181000
2012-07-23,12545.59961,12554.65039,12425.79981,12450.54981,12450.54981,12244000
2012-07-24,12537,12693.34961,12493,12682.75,12682.75,25969000
2012-07-25,12674.75,12772.9502,12587.59961,12754.15039,12754.15039,20192000
2012-07-26,12786.65039,12820.09961,12512.84961,12555.90039,12555.90039,28330000
2012-07-27,12713.90039,12761.75,12656.7002,12724.65039,12724.65039,20582000
2012-07-30,12767.65039,12889.7002,12700.4502,12854.5,12854.5,19519000
2012-07-31,12859.7002,12970.4502,12829.40039,12893.29981,12893.29981,23257000
2012-08-01,12880.15039,12959.4502,12840.25,12945.25,12945.25,12385000
2012-08-02,12973.09961,13050.75,12967.29981,13036.75,13036.75,16266000
2012-08-03,12980.15039,13025.4502,12938.4502,12987.25,12987.25,18274000
2012-08-06,13031.29981,13087.90039,12938.15039,12959.79981,12959.79981,11861000
2012-08-07,12968.04981,13054.90039,12935.84961,13036.40039,13036.40039,14619000
2012-08-08,13028.5,13138.09961,13004.9502,13076.40039,13076.40039,13802000
2012-08-09,13072.7002,13298.25,13072.7002,13269.4502,13269.4502,15939000
2012-08-10,13226.7002,13390.04981,13224.34961,13359.65039,13359.65039,13512000
2012-08-13,13332.34961,13440.5,13306.40039,13376.79981,13376.79981,21539000
2012-08-14,13385.90039,13444.75,13285.54981,13406.15039,13406.15039,16234000
2012-08-16,13384.59961,13422.54981,13112.54981,13136,13136,23327000
2012-08-17,13130,13365,13130,13306.2002,13306.2002,21897000
2012-08-21,13303.5,13369.15039,13236.34961,13350.9502,13350.9502,19115000
2012-08-22,13325.4502,13407.54981,13303.59961,13357.84961,13357.84961,15087000
2012-08-23,13370.15039,13488.29981,13370.15039,13466.79981,13466.79981,17735000
2012-08-24,13448.90039,13543.04981,13390.5,13490.75,13490.75,20013000
2012-08-27,13498.84961,13560.54981,13488.9502,13530,13530,11388000
2012-08-28,13529.75,13649.34961,13527.25,13629.7002,13629.7002,17186000
2012-08-29,13641.5,13718.2002,13591.4502,13698.65039,13698.65039,24324000
2012-08-30,13667.25,13905.90039,13622.79981,13793.59961,13793.59961,33059000
2012-08-31,13772.40039,13775.7002,13589.65039,13641.59961,13641.59961,17435000
2012-09-03,13694.9502,13730.40039,13615.9502,13670.40039,13670.40039,14968000
2012-09-04,13650.65039,13771.9502,13650.65039,13703.4502,13703.4502,17452000
2012-09-05,13673.29981,13834.4502,13673.29981,13794.7002,13794.7002,16207000
2012-09-06,13774.40039,13783.15039,13535.65039,13557.09961,13557.09961,14606000
2012-09-07,13653.34961,13681.59961,13585.90039,13660.75,13660.75,20212000
2012-09-08,null,null,null,null,null,null
2012-09-10,13729.09961,13753.7002,13650.54981,13693.5,13693.5,12741000
2012-09-11,13688.09961,13769.34961,13658.7002,13738.7002,13738.7002,9528000
2012-09-12,13762.90039,13847.54981,13746.15039,13827.7002,13827.7002,13610000
2012-09-13,13818.09961,13931.84961,13805.9502,13918.84961,13918.84961,17691000
2012-09-14,14000.34961,14042.54981,13814.9502,13857.2002,13857.2002,24026000
2012-09-17,13897.4502,13921.75,13267.25,13329.40039,13329.40039,34932000
2012-09-18,13337.54981,13453.7002,13219.25,13350.25,13350.25,23811000
2012-09-20,13327.5,13472.90039,13312.29981,13368.40039,13368.40039,17922000
2012-09-21,13431.9502,13672,13425.09961,13575.15039,13575.15039,28453000
2012-09-24,13573.9502,13625.9502,13297,13370.90039,13370.90039,25745000
2012-09-25,13372.04981,13671.59961,13338.15039,13620.25,13620.25,24776000
2012-09-26,13671.2002,13787.75,13631,13720.90039,13720.90039,26912000
2012-09-27,13745.65039,13983.2002,13725.4502,13940.34961,13940.34961,33180000
2012-09-28,13930.34961,14162.9502,13930.34961,14136,14136,32128000
2012-10-01,14095.34961,14206.04981,14095.34961,14167.54981,14167.54981,20097000
2012-10-03,14171.40039,14238.79981,14113.04981,14197.65039,14197.65039,32611000
2012-10-04,14204.40039,14385.29981,14204.40039,14343.4502,14343.4502,21369000
2012-10-05,14396.04981,14541.90039,13980.04981,14419.25,14419.25,22065000
2012-10-08,14408.09961,14501.40039,14362.75,14418.25,14418.25,22222000
2012-10-09,14445.84961,14590.90039,14445.84961,14575.4502,14575.4502,16709000
2012-10-10,14550,14614.04981,14495.2002,14572.75,14572.75,17987000
2012-10-11,14532.9502,14730.15039,14440.90039,14694.2002,14694.2002,27159000
2012-10-12,14743.40039,14782.4502,14650.04981,14710.5,14710.5,16029000
2012-10-15,14698.9502,14833.04981,14605.4502,14807.65039,14807.65039,16490000
2012-10-16,14757.9502,14881.65039,14687.04981,14793.09961,14793.09961,17439000
2012-10-17,14791.7002,14877.75,14750.2002,14844.7002,14844.7002,15680000
2012-10-18,14853.09961,14960.7002,14773.84961,14945.5,14945.5,18648000
2012-10-19,14931.34961,15106.79981,14865.40039,15063.34961,15063.34961,23676000
2012-10-22,15078,15078,14880.84961,15006.15039,15006.15039,17705000
2012-10-23,15032.54981,15032.54981,14846.5,14890.34961,14890.34961,11119000
2012-10-25,14930.29981,14984.5,14809.2002,14913.25,14913.25,21865000
2012-10-29,14635.5,14741.2002,14491.79981,14613.09961,14613.09961,26292000
2012-10-30,14580.15039,14680.59961,14523.4502,14550.5,14550.5,17111000
2012-10-31,14572.34961,14595.84961,14459.59961,14523.5,14523.5,15866000
2012-11-01,14460.2002,14484.75,14330.25,14414.15039,14414.15039,22036000
2012-11-02,14497.59961,14615.7002,14468.84961,14502.25,14502.25,19049000
2012-11-05,14544.40039,14683.40039,14512.4502,14670.15039,14670.15039,15328000
2012-11-06,14663.84961,14764.09961,14613.59961,14687.84961,14687.84961,14272000
2012-11-07,14703.59961,14776.25,14624.5,14753.04981,14753.04981,19393000
2012-11-08,14685.7002,14853.7002,14680.65039,14782.2002,14782.2002,27327000
2012-11-09,14750,14864.15039,14693.04981,14744.65039,14744.65039,21052000
2012-11-11,null,null,null,null,null,null
2012-11-12,14731.75,14927.84961,14731.75,14838.9502,14838.9502,37561000
2012-11-15,14877.04981,14877.04981,14684.59961,14713.9502,14713.9502,37390000
2012-11-16,14736.4502,14831.79981,14463.7002,14510.34961,14510.34961,23671000
2012-11-19,14493.40039,14662.65039,14423.84961,14644.84961,14644.84961,21712000
2012-11-20,14702.15039,14775.9502,14558.90039,14620.29981,14620.29981,19341000
2012-11-21,14611.79981,14848.09961,14570.59961,14821.65039,14821.65039,17476000
2012-11-22,14857.15039,14917.4502,14765.54981,14905.90039,14905.90039,14591000
2012-11-23,14915.9502,14941,14771.54981,14915.4502,14915.4502,15696000
2012-11-26,14946.90039,15115.79981,14946.90039,15091.7002,15091.7002,13044000
2012-11-27,15092.25,15445.2002,15092.25,15417.65039,15417.65039,23568000
2012-11-29,15404.25,15622,15404.25,15586.25,15586.25,29977000
2012-11-30,15533.15039,15611.90039,15415.75,15551.84961,15551.84961,26543000
2012-12-03,15537.9502,15578.65039,15454.2002,15514.75,15514.75,15053000
2012-12-04,15472.75,15557.40039,15434.84961,15530.54981,15530.54981,14735000
2012-12-05,15517.90039,15634.79981,15515,15550.04981,15550.04981,18358000
2012-12-06,15572.29981,15669.65039,15419.75,15635.34961,15635.34961,17442000
2012-12-07,15608.25,15689.84961,15546.54981,15610.29981,15610.29981,21372000
2012-12-10,15587.25,15700.75,15562.04981,15679.25,15679.25,13990000
2012-12-11,15675.25,15890.59961,15663.54981,15795.7002,15795.7002,23824000
2012-12-12,15802.25,15875.04981,15721.84961,15778.09961,15778.09961,17531000
2012-12-13,15744.75,15744.75,15333.54981,15355.15039,15355.15039,26834000
2012-12-14,15282.90039,15414.15039,15201.4502,15368.84961,15368.84961,14831000
2012-12-17,15308.15039,15374.40039,15245.15039,15283.59961,15283.59961,11630000
2012-12-18,15304.2002,15414.54981,15181.59961,15334.34961,15334.34961,13390000
2012-12-19,15316.84961,15396.75,15220.29981,15264.90039,15264.90039,20600000
2012-12-20,15255.84961,15321.79981,15183.4502,15282.84961,15282.84961,17633000
2012-12-21,15231.15039,15276.34961,15088.04981,15193.90039,15193.90039,32656000
2012-12-24,15264.9502,15309.75,15208.4502,15222.34961,15222.34961,12388000
2012-12-26,15221.79981,15325.59961,15165.5,15305.04981,15305.04981,11056000
2012-12-27,15370.15039,15381.25,15142.90039,15178,15178,20909000
2012-12-28,15152.54981,15258.7002,15152.54981,15237.65039,15237.65039,12211000
2012-12-31,15200.84961,15252.09961,15149.5,15175.25,15175.25,6932000
2013-01-01,15194.54981,15302.90039,15194.54981,15259.2002,15259.2002,9286000
2013-01-02,15283.09961,15357.25,15197.15039,15225.4502,15225.4502,20331000
2013-01-03,15253.25,15294.5,15140.54981,15172.25,15172.25,15462000
2013-01-04,15216.40039,15218.65039,15047.4502,15134.34961,15134.34961,13651000
2013-01-07,15182.54981,15192.59961,14938.04981,14966.90039,14966.90039,16507000
2013-01-08,14956.9502,15163.65039,14954.84961,15148.59961,15148.59961,19546000
2013-01-09,15124.34961,15166.75,14891.25,14918.84961,14918.84961,16951000
2013-01-10,14938.15039,14993.29981,14874.84961,14947.59961,14947.59961,16184000
2013-01-11,14914.34961,14935.15039,14527.09961,14582.75,14582.75,18206000
2013-01-14,14597.09961,14762.59961,14583.5,14737.54981,14737.54981,15780000
2013-01-15,14745.59961,14917.75,14627.34961,14852.34961,14852.34961,21181000
2013-01-16,14880.40039,14887.65039,14755.79981,14815.29981,14815.29981,16864000
2013-01-17,14778.65039,14870.29981,14755,14806,14806,17976000
2013-01-18,14853.34961,14900.54981,14763.5,14818.84961,14818.84961,27584000
2013-01-21,14860.84961,15009.65039,14785.54981,14992.15039,14992.15039,24929000
2013-01-22,14989.04981,14992.04981,14698.5,14802.9502,14802.9502,28068000
2013-01-23,14654.75,14822.75,14635.09961,14785.15039,14785.15039,33614000
2013-01-24,14785.54981,14968.4502,14785.54981,14910.15039,14910.15039,23340000
2013-01-25,14952.40039,15070.59961,14916.09961,15056.59961,15056.59961,23599000
2013-01-28,15061.04981,15092.4502,15008.2002,15082.75,15082.75,15196000
2013-01-29,15023.5,15201.25,15013.34961,15166.09961,15166.09961,19944000
2013-01-30,15161.79981,15256.29981,15037.84961,15176.4502,15176.4502,17118000
2013-01-31,15194.34961,15311.5,15110.79981,15265.34961,15265.34961,24313000
2013-02-01,15262.34961,15316.25,15168,15302.59961,15302.59961,27028000
2013-02-04,15309.25,15363.9502,15210.40039,15257.7002,15257.7002,16906000
2013-02-05,15181.25,15193.9502,15053.9502,15069.75,15069.75,19146000
2013-02-06,15100.79981,15168.4502,15009.7002,15133.25,15133.25,23141000
2013-02-07,15070.34961,15158.54981,15048.65039,15119.15039,15119.15039,18131000
2013-02-08,15056.04981,15168.5,14940.65039,14989.54981,14989.54981,15193000
2013-02-11,15037.40039,15059.29981,14842.54981,14950.15039,14950.15039,12120000
2013-02-12,14915.54981,15022.25,14915.54981,14997.79981,14997.79981,11914000
2013-02-13,15024.7002,15088.9502,14900.59961,14916.04981,14916.04981,17046000
2013-02-14,14907.54981,15000.34961,14872.84961,14977.04981,14977.04981,19771000
2013-02-15,14936.59961,15028.9502,14933.65039,14978.79981,14978.79981,13596000
2013-02-18,14975.59961,15055.75,14959.2002,15036,15036,15452000
2013-02-19,15037.04981,15173.84961,15010.90039,15150.90039,15150.90039,12180000
2013-02-20,15189.84961,15254.54981,15055.79981,15089.15039,15089.15039,18912000
2013-02-21,15068.90039,15086.5,14848.25,14882.90039,14882.90039,21353000
2013-02-22,14859.25,14908.25,14635.65039,14665.25,14665.25,18532000
2013-02-25,14694.15039,14724.25,14555.90039,14634.84961,14634.84961,13971000
2013-02-26,14643.65039,14806.2002,14481.79981,14545.59961,14545.59961,16090000
2013-02-27,14590.90039,14759.40039,14590.90039,14669.84961,14669.84961,19182000
2013-02-28,14711,14953.29981,14546.7002,14594.25,14594.25,49829000
2013-03-01,14620.90039,14759.9502,14520.40039,14631.4502,14631.4502,22288000
2013-03-04,14618.40039,14625.34961,14374.65039,14580.59961,14580.59961,16796000
2013-03-05,14624.15039,14773.2002,14573,14703.09961,14703.09961,20593000
2013-03-06,14796.9502,14796.9502,14493.40039,14516.2002,14516.2002,20506000
2013-03-07,14481.4502,14707.59961,14447.7002,14645.15039,14645.15039,20295000
2013-03-08,14712.79981,14930.54981,14671.75,14891.25,14891.25,18868000
2013-03-11,14900.79981,14995.9502,14881.90039,14915.59961,14915.59961,12744000
2013-03-12,14902.2002,15023.25,14869.34961,14981.2002,14981.2002,13051000
2013-03-13,14954.75,15112.40039,14954.75,15052.15039,15052.15039,16887000
2013-03-14,15048.7002,15176.15039,14980.7002,15117.09961,15117.09961,16810000
2013-03-15,15131.4502,15196.34961,15101.79981,15127.29981,15127.29981,21859000
2013-03-18,15077,15270.7002,15077,15245.79981,15245.79981,12775000
2013-03-19,15342.75,15342.75,15139.2002,15200.65039,15200.65039,22825000
2013-03-20,15163.84961,15292.54981,15163.84961,15257.25,15257.25,20072000
2013-03-21,15259.75,15304.59961,15120.9502,15145.34961,15145.34961,20812000
2013-03-22,15188.7002,15202.5,15097.40039,15128.04981,15128.04981,13018000
2013-03-25,15165.15039,15241.79981,15028.4502,15054.15039,15054.15039,15855000
2013-03-26,15078.04981,15264.25,15052.7002,15240.2002,15240.2002,13762000
2013-03-28,15269.34961,15355.40039,15147.75,15321.90039,15321.90039,23451000
2013-04-01,15310.29981,15354.65039,15254.90039,15323.75,15323.75,8951000
2013-04-02,15297.15039,15363.4502,15210.25,15321.90039,15321.90039,12455000
2013-04-03,15282.04981,15335.9502,15201.79981,15289.75,15289.75,14365000
2013-04-04,15239.2002,15281.90039,15018.4502,15051.29981,15051.29981,11429000
2013-04-05,15042.09961,15042.09961,14781.09961,14826.59961,14826.59961,18733000
2013-04-08,14852.34961,14977.9502,14704.54981,14945.59961,14945.59961,13673000
2013-04-09,14980.79981,15060.09961,14662.5,14717.5,14717.5,15520000
2013-04-10,14839.34961,14839.34961,14481.65039,14634.25,14634.25,16513000
2013-04-11,14752.2002,14785.2002,14611.90039,14697.34961,14697.34961,18488000
2013-04-12,14732.84961,15053.4502,14716.90039,14977.75,14977.75,15613000
2013-04-15,14968.5,15186.09961,14868,15162.04981,15162.04981,15641000
2013-04-16,15140.29981,15473.7002,15099.40039,15455.7002,15455.7002,15868000
2013-04-17,15435.04981,15707.25,15435.04981,15649.59961,15649.59961,23066000
2013-04-18,15593.4502,15777.54981,15571.4502,15710.34961,15710.34961,21088000
2013-04-22,15680.2002,15805.54981,15673.54981,15788.65039,15788.65039,12892000
2013-04-23,15799.84961,15799.84961,15682.40039,15769.09961,15769.09961,9190000
2013-04-25,15731.54981,15926.29981,15686.9502,15861.65039,15861.65039,24203000
2013-04-26,15779.84961,15846.29981,15693.7002,15751.09961,15751.09961,15868000
2013-04-29,15724.7002,16141.09961,15721.25,16115.29981,16115.29981,22780000
2013-04-30,16458.44922,17050.19922,16458.44922,16815.94922,16815.94922,44984000
2013-05-02,16769.40039,17037.30078,16718.15039,16988.40039,16988.40039,24936000
2013-05-03,16967.30078,16985.69922,16846.94922,16903.65039,16903.65039,19472000
2013-05-06,16868.15039,16943.59961,16741.55078,16779.55078,16779.55078,11529000
2013-05-07,16792.30078,17146.19922,16792.30078,17119.59961,17119.59961,16720000
2013-05-08,17158.59961,17395.94922,17116.90039,17337.25,17337.25,15076000
2013-05-09,17384.25,17436.5,17307.19922,17347.19922,17347.19922,14697000
2013-05-10,17322.40039,17653.84961,17281.65039,17625.84961,17625.84961,15961000
2013-05-13,17659.19922,17659.19922,17099.19922,17133.75,17133.75,19824000
2013-05-14,17216.34961,17263.94922,17064.44922,17124.5,17124.5,15059000
2013-05-15,17201.59961,17429.55078,17147.19922,17380.30078,17380.30078,20481000
2013-05-16,17316.05078,17424.34961,17079.59961,17233.09961,17233.09961,17499000
2013-05-17,17275.09961,17404.44922,17166.44922,17236.90039,17236.90039,26833000
2013-05-20,17240.40039,17450.84961,17128,17152.84961,17152.84961,15067000
2013-05-21,17136.80078,17194.34961,16990.59961,17057.75,17057.75,12557000
2013-05-22,17015.69922,17265.34961,17015.69922,17220.34961,17220.34961,16568000
2013-05-23,17137.69922,17214.69922,16998.40039,17070.15039,17070.15039,14933000
2013-05-24,17138.05078,17171.55078,17000.84961,17093.80078,17093.80078,14143000
2013-05-27,17126.59961,17298.69922,17116.19922,17293.25,17293.25,14556000
2013-05-28,17265.94922,17498.65039,17214.40039,17424.30078,17424.30078,18643000
2013-05-29,17460.25,17559.75,17359.05078,17547.44922,17547.44922,15034000
2013-05-30,17524.44922,17925.44922,17515.65039,17884.55078,17884.55078,30197000
2013-05-31,17792.40039,17792.40039,17468.19922,17509.05078,17509.05078,20022000
2013-06-03,17512.40039,17528.40039,17302.5,17412.75,17412.75,11972000
